proj	ts	deg	stage	art	seq	feat	phase	verdict	action	nrub	nfail	nblk	nadv	nesc
assistente-pessoal	2026-08-28T16:17:23Z	0	code-review	google-calendar-read-phase-3-reading-the-calendar	6	google-calendar-read	3	CHANGES_REQUESTED	rubric_fail	13	2	2	0	0
assistente-pessoal	2026-08-28T16:23:48Z	0	code-review	google-calendar-read-phase-3-reading-the-calendar	7	google-calendar-read	3	CHANGES_REQUESTED	rubric_fail	1	0	0	0	0
assistente-pessoal	2026-08-28T16:23:48Z	0	code-review	google-calendar-read-phase-3-reading-the-calendar	8	google-calendar-read	3	APPROVED	final_flip	1	0	0	0	0
assistente-pessoal	2026-08-28T16:31:53Z	0	code-review	google-calendar-read-phase-3-reading-the-calendar	9	google-calendar-read	3	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
assistente-pessoal	2026-08-30T19:49:42Z	0	code-review	google-calendar-read-phase-5-consent-made-visible	1	google-calendar-read	5	APPROVED	final_flip	1	0	0	0	0
assistente-pessoal	2026-08-30T20:21:20Z	0	code-review	google-calendar-read-phase-5-consent-made-visible	2	google-calendar-read	5	APPROVED	rubric_passed	13	0	0	0	0
assistente-pessoal	2026-08-31T12:12:36Z	0	code-review	google-calendar-read-phase-5-consent-made-visible	3	google-calendar-read	5	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
assistente-pessoal	2026-08-31T13:04:44Z	0	code-review	google-calendar-read-phase-5-consent-made-visible	4	google-calendar-read	5	APPROVED	rubric_passed	14	0	0	0	0
assistente-pessoal	2026-08-05T03:31:51Z	0	code-review	install-and-quick-capture-phase-1-share-target	1	install-and-quick-capture	1	APPROVED	final_flip	13	0	0	0	0
assistente-pessoal	2026-08-11T14:50:36Z	0	code-review	install-and-quick-capture-phase-2-durable-token	1	install-and-quick-capture	2	APPROVED	final_flip	13	0	0	0	0
assistente-pessoal	2026-08-05T04:38:28Z	0	code-review	install-and-quick-capture-phase-3-shortcut-and-focused-capture	1	install-and-quick-capture	3	APPROVED	final_flip	13	0	0	0	0
assistente-pessoal	2026-08-05T14:54:33Z	0	code-review	install-and-quick-capture-phase-4-network-honesty	1	install-and-quick-capture	4	APPROVED	final_flip	13	0	0	0	0
assistente-pessoal	2026-08-15T21:56:00Z	0	code-review	task-detail-and-dates-phase-1-priority-as-a-domain-enum	1	task-detail-and-dates	1	APPROVED	-	8	0	0	0	0
assistente-pessoal	2026-08-15T22:09:00Z	0	code-review	task-detail-and-dates-phase-2-task-update-route	1	task-detail-and-dates	2	APPROVED	-	9	1	0	1	0
assistente-pessoal	2026-08-15T22:25:00Z	0	code-review	task-detail-and-dates-phase-3-frozen-read-contract	1	task-detail-and-dates	3	APPROVED	-	9	0	0	0	0
assistente-pessoal	2026-08-15T22:52:00Z	0	code-review	task-detail-and-dates-phase-4-detail-screen-and-inline-title-edit	1	task-detail-and-dates	4	APPROVED	-	9	0	0	0	0
assistente-pessoal	2026-08-23T17:40:00Z	0	code-review	today-view-and-filters-phase-1-list-filters-on-the-api	1	today-view-and-filters	1	APPROVED	final_flip	13	0	0	0	0
assistente-pessoal	2026-08-23T19:35:00Z	0	code-review	today-view-and-filters-phase-2-grouping-and-the-grouped-list	1	today-view-and-filters	2	APPROVED	final_flip	14	0	0	0	0
assistente-pessoal	2026-08-24T13:30:00Z	0	code-review	today-view-and-filters-phase-3-quick-filters-and-the-filter-sheet	1	today-view-and-filters	3	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
assistente-pessoal	2026-08-24T14:15:00Z	0	code-review	today-view-and-filters-phase-3-quick-filters-and-the-filter-sheet	2	today-view-and-filters	3	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
assistente-pessoal	2026-08-21T20:59:29Z	0	code-review	ui-design-pass-phase-1-chrome-fonts-and-foundation	1	ui-design-pass	1	APPROVED	final_flip	14	0	0	0	0
assistente-pessoal	2026-08-21T22:49:59Z	0	code-review	ui-design-pass-phase-2-today-screen	1	ui-design-pass	2	APPROVED	final_flip	13	0	0	0	0
assistente-pessoal	2026-08-21T23:31:30Z	0	code-review	ui-design-pass-phase-2-today-screen	2	ui-design-pass	2	APPROVED	final_flip	13	0	0	0	0
assistente-pessoal	2026-08-22T21:38:51Z	0	code-review	ui-design-pass-phase-3-sheet-confirmation-and-token-gate	1	ui-design-pass	3	CHANGES_REQUESTED	rubric_fail	14	2	2	0	0
assistente-pessoal	2026-08-22T22:27:30Z	0	code-review	ui-design-pass-phase-3-sheet-confirmation-and-token-gate	2	ui-design-pass	3	APPROVED	final_flip	14	0	0	0	0
assistente-pessoal	2026-08-22T23:55:28Z	0	code-review	ui-design-pass-phase-4-device-verification-pass	1	ui-design-pass	4	APPROVED	final_flip	13	0	0	0	0
assistente-pessoal	2026-08-26T00:15:51Z	0	plan-review	google-calendar-read-phase-1-dated-items-one-screen	1	google-calendar-read	1	CHANGES_REQUESTED	rubric_fail	19	1	1	0	0
assistente-pessoal	2026-08-26T01:06:37Z	0	plan-review	google-calendar-read-phase-1-dated-items-one-screen	2	google-calendar-read	1	APPROVED	final_flip	19	0	0	0	0
assistente-pessoal	2026-08-26T02:10:00Z	0	plan-review	google-calendar-read-phase-2-consent-credential-revocation	1	google-calendar-read	2	CHANGES_REQUESTED	rubric_fail	23	6	4	2	1
assistente-pessoal	2026-08-28T16:20:00Z	0	plan-review	google-calendar-read-phase-3-reading-the-calendar	1	google-calendar-read	3	CHANGES_REQUESTED	rubric_fail	21	4	3	1	1
assistente-pessoal	2026-08-28T16:55:00Z	0	plan-review	google-calendar-read-phase-3-reading-the-calendar	2	google-calendar-read	3	APPROVED	final_flip	20	1	0	1	0
assistente-pessoal	2026-08-29T12:00:00Z	0	plan-review	google-calendar-read-phase-4-the-day-whole	1	google-calendar-read	4	APPROVED	final_flip	21	4	0	4	0
assistente-pessoal	2026-08-30T15:48:40Z	0	plan-review	google-calendar-read-phase-5-consent-made-visible	1	google-calendar-read	5	CHANGES_REQUESTED	rubric_fail	21	3	1	2	0
assistente-pessoal	2026-08-30T16:04:43Z	0	plan-review	google-calendar-read-phase-5-consent-made-visible	2	google-calendar-read	5	APPROVED	final_flip	19	1	0	1	0
assistente-pessoal	2026-08-30T16:25:37Z	0	plan-review	google-calendar-read-phase-5-consent-made-visible	3	google-calendar-read	5	APPROVED	final_flip	21	3	0	3	0
assistente-pessoal	2026-08-30T16:40:14Z	0	plan-review	google-calendar-read-phase-5-consent-made-visible	4	google-calendar-read	5	APPROVED	final_flip	18	0	0	0	0
assistente-pessoal	2026-08-05T02:41:00Z	0	plan-review	install-and-quick-capture-phase-1-share-target	1	install-and-quick-capture	1	CHANGES_REQUESTED	rubric_fail	17	1	1	0	0
assistente-pessoal	2026-08-05T02:52:00Z	0	plan-review	install-and-quick-capture-phase-1-share-target	2	install-and-quick-capture	1	APPROVED	final_flip	17	0	0	0	0
assistente-pessoal	2026-08-11T14:07:34Z	0	plan-review	install-and-quick-capture-phase-2-durable-token	1	install-and-quick-capture	2	APPROVED	final_flip	18	0	0	0	0
assistente-pessoal	2026-08-05T03:55:00Z	0	plan-review	install-and-quick-capture-phase-3-shortcut-and-focused-capture	1	install-and-quick-capture	3	APPROVED	final_flip	17	0	0	0	0
assistente-pessoal	2026-08-05T05:40:00Z	0	plan-review	install-and-quick-capture-phase-4-network-honesty	1	install-and-quick-capture	4	APPROVED	final_flip	18	0	0	0	0
assistente-pessoal	2026-08-15T21:46:36Z	0	plan-review	task-detail-and-dates-phase-1-priority-as-a-domain-enum	1	task-detail-and-dates	1	APPROVED	final_flip	21	0	0	0	0
assistente-pessoal	2026-08-15T22:10:00Z	0	plan-review	task-detail-and-dates-phase-2-task-update-route	1	task-detail-and-dates	2	APPROVED	final_flip	21	0	0	0	0
assistente-pessoal	2026-08-15T22:20:00Z	0	plan-review	task-detail-and-dates-phase-3-frozen-read-contract	1	task-detail-and-dates	3	APPROVED	final_flip	21	0	0	0	0
assistente-pessoal	2026-08-15T22:35:00Z	0	plan-review	task-detail-and-dates-phase-4-detail-screen-and-inline-title-edit	1	task-detail-and-dates	4	APPROVED	final_flip	21	0	0	0	0
assistente-pessoal	2026-08-23T16:04:21Z	0	plan-review	today-view-and-filters-phase-1-list-filters-on-the-api	1	today-view-and-filters	1	APPROVED	final_flip	21	1	0	1	0
assistente-pessoal	2026-08-23T18:30:00Z	0	plan-review	today-view-and-filters-phase-2-grouping-and-the-grouped-list	1	today-view-and-filters	2	APPROVED	final_flip	21	0	0	0	0
assistente-pessoal	2026-08-24T12:00:00Z	0	plan-review	today-view-and-filters-phase-3-quick-filters-and-the-filter-sheet	1	today-view-and-filters	3	APPROVED	final_flip	21	0	0	0	0
assistente-pessoal	2026-08-21T20:20:30Z	0	plan-review	ui-design-pass-phase-1-chrome-fonts-and-foundation	1	ui-design-pass	1	APPROVED	final_flip	21	0	0	0	0
assistente-pessoal	2026-08-21T22:06:25Z	0	plan-review	ui-design-pass-phase-2-today-screen	1	ui-design-pass	2	APPROVED	final_flip	21	0	0	0	0
assistente-pessoal	2026-08-22T00:26:30Z	0	plan-review	ui-design-pass-phase-3-sheet-confirmation-and-token-gate	1	ui-design-pass	3	APPROVED	final_flip	21	0	0	0	0
assistente-pessoal	2026-08-22T23:20:00Z	0	plan-review	ui-design-pass-phase-4-device-verification-pass	1	ui-design-pass	4	APPROVED	final_flip	21	0	0	0	0
assistente-pessoal	2026-08-26T01:20:00Z	0	test-write-review	google-calendar-read	1	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-30T18:56:16Z	0	test-write-review	google-calendar-read	2	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-30T20:16:20Z	0	test-write-review	google-calendar-read	3	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-26T02:55:00Z	0	test-write-review	google-calendar-read-phase-2	1	-	-	CHANGES_REQUESTED	rubric_evaluation	7	1	1	0	0
assistente-pessoal	2026-08-26T03:20:00Z	0	test-write-review	google-calendar-read-phase-2	2	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-28T17:40:00Z	0	test-write-review	google-calendar-read-phase-3	1	-	-	CHANGES_REQUESTED	rubric_evaluation	7	2	2	0	0
assistente-pessoal	2026-08-28T18:30:00Z	0	test-write-review	google-calendar-read-phase-3	2	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-28T18:30:00Z	0	test-write-review	google-calendar-read-phase-3	3	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-31T18:39:15Z	0	test-write-review	google-calendar-read-phase-3	4	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-05T03:20:16Z	0	test-write-review	install-and-quick-capture	1	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-05T04:30:33Z	0	test-write-review	install-and-quick-capture	2	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-05T14:43:29Z	0	test-write-review	install-and-quick-capture	3	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-11T14:26:02Z	0	test-write-review	install-and-quick-capture	4	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-15T21:50:00Z	0	test-write-review	task-detail-and-dates-phase-1-priority-as-a-domain-enum	1	task-detail-and-dates	1	APPROVED	final_flip	7	0	0	0	0
assistente-pessoal	2026-08-15T22:06:00Z	0	test-write-review	task-detail-and-dates-phase-2-task-update-route	1	task-detail-and-dates	2	APPROVED	final_flip	7	0	0	0	0
assistente-pessoal	2026-08-15T22:22:00Z	0	test-write-review	task-detail-and-dates-phase-3-frozen-read-contract	1	task-detail-and-dates	3	APPROVED	final_flip	7	0	0	0	0
assistente-pessoal	2026-08-15T22:40:00Z	0	test-write-review	task-detail-and-dates-phase-4-detail-screen-and-inline-title-edit	1	task-detail-and-dates	4	APPROVED	final_flip	7	0	0	0	0
assistente-pessoal	2026-08-23T16:44:00Z	0	test-write-review	today-view-and-filters-phase-1-list-filters-on-the-api	1	today-view-and-filters	1	CHANGES_REQUESTED	rubric_evaluation	7	1	1	0	0
assistente-pessoal	2026-08-23T17:05:00Z	0	test-write-review	today-view-and-filters-phase-1-list-filters-on-the-api	2	today-view-and-filters	1	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-23T18:50:00Z	0	test-write-review	today-view-and-filters-phase-2-grouping-and-the-grouped-list	1	today-view-and-filters	2	CHANGES_REQUESTED	rubric_evaluation	7	1	1	0	0
assistente-pessoal	2026-08-23T19:10:00Z	0	test-write-review	today-view-and-filters-phase-2-grouping-and-the-grouped-list	2	today-view-and-filters	2	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-24T12:30:00Z	0	test-write-review	today-view-and-filters-phase-3-quick-filters-and-the-filter-sheet	1	today-view-and-filters	3	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-21T20:25:10Z	0	test-write-review	ui-design-pass-phase-1-chrome-fonts-and-foundation	1	ui-design-pass	1	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-21T22:09:30Z	0	test-write-review	ui-design-pass-phase-2-today-screen	1	ui-design-pass	2	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-22T00:29:00Z	0	test-write-review	ui-design-pass-phase-3-sheet-confirmation-and-token-gate	1	ui-design-pass	3	APPROVED	rubric_evaluation	7	0	0	0	0
assistente-pessoal	2026-08-22T23:22:00Z	0	test-write-review	ui-design-pass-phase-4-device-verification-pass	1	ui-design-pass	4	APPROVED	rubric_evaluation	7	0	0	0	0
